Symbol,Name,Price_intraday,Change,Change_pct,YTD_Return,Three_Months_Return,One_Year_Return,Three_Year_Return,Five_Year_Return,Net_Assets,50_Day_Avg,200_Day_Avg,Morningstar Rating
RFNEX,American Funds Fundamental Invs R4,82.26,+0.30,+0.37%,+1.86%,+2.52%,+25.82%,+22.45%,+27.56%,140.812B,85.49,82.44,3 stars
CFNFX,American Funds Fundamental Invs 529F1,82.22,+0.31,+0.38%,+1.87%,+2.55%,+26.03%,+22.68%,+27.84%,140.812B,85.46,82.41,3 stars
VTIIX,Vanguard Total Intl Bd II Idx Investor,8.85,+0.03,+0.34%,+2.92%,+0.58%,-4.42%,0.00%,0.00%,126.251B,9.03,8.97,0 star
VTILX,Vanguard Total Intl Bd II Idx Insl,26.25,+0.06,+0.23%,+2.89%,+0.60%,--,--,--,126.251B,26.79,26.61,0 star
RERFX,American Funds Europacific Growth R5,54.58,+0.40,+0.74%,+0.97%,-4.07%,+15.97%,+2.80%,+27.37%,125.539B,56.59,57.89,3 stars
REEBX,American Funds Europacific Growth R2E,53.63,+0.38,+0.71%,+0.95%,-4.25%,+15.11%,+2.02%,+26.38%,125.539B,55.54,56.80,2 stars
AEPCX,American Funds Europacific Growth C,52.53,+0.38,+0.73%,+0.93%,-4.34%,+14.75%,+1.74%,+26.01%,125.539B,54.28,55.56,2 stars
FEUPX,American Funds Europacific Growth F3,54.70,+0.39,+0.72%,+0.99%,-4.05%,+16.06%,+2.85%,+27.42%,125.539B,56.80,58.05,3 stars
CEUCX,American Funds Europacific Growth 529C,51.86,+0.37,+0.72%,+0.92%,-4.34%,+14.70%,+1.69%,+25.97%,125.539B,53.59,54.87,2 stars
CEUFX,American Funds Europacific Growth 529F1,53.65,+0.39,+0.73%,+0.97%,-4.10%,+15.79%,+2.66%,+27.17%,125.539B,55.63,56.92,3 stars
AEPFX,American Funds Europacific Growth F2,54.48,+0.40,+0.74%,+0.97%,-4.10%,+15.92%,+2.74%,+27.28%,125.539B,56.48,57.78,3 stars
FUEPX,American Funds Europacific Growth 529F2,54.59,+0.40,+0.74%,+7.26%,+0.25%,+16.05%,+2.84%,+27.40%,125.539B,56.66,57.91,3 stars
FEPUX,American Funds Europacific Growth 529F3,54.51,+0.39,+0.72%,+7.26%,+0.25%,+16.05%,+2.84%,+27.40%,125.539B,56.60,57.85,3 stars
AEGFX,American Funds Europacific Growth F1,54.36,+0.39,+0.72%,+0.95%,-4.15%,+15.58%,+2.46%,+26.94%,125.539B,56.30,57.59,3 stars
RERHX,American Funds Europacific Growth R5E,54.16,+0.39,+0.73%,+0.98%,-4.10%,+15.87%,+2.70%,+27.21%,125.539B,56.22,57.47,3 stars
CEUAX,American Funds Europacific Growth 529A,53.75,+0.39,+0.73%,+0.96%,-4.15%,+15.56%,+2.47%,+26.90%,125.539B,55.68,56.98,3 stars
RERCX,American Funds Europacific Growth R3,53.04,+0.38,+0.72%,+0.96%,-4.22%,+15.29%,+2.19%,+26.60%,125.539B,54.90,56.19,2 stars
CEUEX,American Funds Europacific Growth 529E,53.04,+0.38,+0.72%,+0.96%,-4.20%,+15.33%,+2.23%,+26.63%,125.539B,54.91,56.20,3 stars
RERAX,American Funds Europacific Growth R1,51.27,+0.37,+0.73%,+0.93%,-4.33%,+14.78%,+1.72%,+26.00%,125.539B,53.03,54.32,2 stars
RERGX,American Funds Europacific Growth R6,54.64,+0.40,+0.74%,+0.97%,-4.07%,+16.05%,+2.84%,+27.40%,125.539B,56.67,57.97,3 stars
AEPGX,American Funds Europacific Growth A,54.64,+0.40,+0.74%,+0.97%,-4.15%,+15.60%,+2.50%,+26.95%,125.539B,56.58,57.88,3 stars
RERBX,American Funds Europacific Growth R2,51.70,+0.38,+0.74%,+0.92%,-4.33%,+14.78%,+1.74%,+26.01%,125.539B,53.46,54.76,2 stars
REREX,American Funds Europacific Growth R4,53.20,+0.39,+0.74%,+0.96%,-4.15%,+15.64%,+2.49%,+26.98%,125.539B,55.13,56.42,3 stars
CWGFX,American Funds Capital World Gr&Inc F1,64.21,+0.27,+0.42%,+0.88%,-0.54%,+20.73%,+14.71%,+25.27%,124.484B,66.70,66.11,3 stars
RWIBX,American Funds Capital World Growth and Income Fund,63.35,+0.26,+0.41%,+0.86%,-0.71%,+19.90%,+13.90%,+24.34%,124.484B,65.82,65.26,3 stars
CWIFX,American Funds Capital World Gr&Inc 529F,64.11,+0.27,+0.42%,+0.90%,-0.50%,+20.94%,+14.95%,+25.54%,124.484B,66.61,66.02,3 stars
CWGCX,American Funds Capital World Gr&Inc C,63.55,+0.26,+0.41%,+0.88%,-0.71%,+19.90%,+13.92%,+24.38%,124.484B,66.02,65.45,3 stars
CWIEX,American Funds Capital World Gr&Inc 529E,64.00,+0.26,+0.41%,+0.89%,-0.58%,+20.49%,+14.47%,+24.98%,124.484B,66.49,65.90,3 stars
CWICX,American Funds Capital World Gr&Inc 529C,63.96,+0.27,+0.42%,+0.86%,-0.72%,+19.82%,+13.87%,+24.31%,124.484B,66.42,65.84,3 stars
CWGIX,American Funds Capital World Gr&Inc A,64.40,+0.27,+0.42%,+0.90%,-0.52%,+20.80%,+14.78%,+25.31%,124.484B,66.90,66.29,3 stars
RWIFX,American Funds Capital World Gr&Inc R5,64.41,+0.27,+0.42%,+0.91%,-0.45%,+21.15%,+15.10%,+25.68%,124.484B,66.92,66.31,3 stars
RWBEX,American Funds Capital World Growth and Income Fund,64.09,+0.27,+0.42%,+0.87%,-0.66%,+20.26%,+14.23%,+24.71%,124.484B,66.64,65.98,3 stars
WGIFX,American Funds Capital World Gr&Inc F2,64.29,+0.27,+0.42%,+0.90%,-0.46%,+21.09%,+15.03%,+25.61%,124.484B,66.79,66.19,3 stars
FWGIX,American Funds Capital World Growth and Income Fund,64.36,+0.27,+0.42%,+0.91%,-0.44%,+21.21%,+15.17%,+25.74%,124.484B,66.93,66.26,3 stars
RWIEX,American Funds Capital World Growth and Income Fund,64.19,+0.27,+0.42%,+0.90%,-0.53%,+20.79%,+14.76%,+25.32%,124.484B,66.68,66.08,3 stars
RWICX,American Funds Capital World Growth and Income Fund,63.83,+0.26,+0.41%,+0.89%,-0.61%,+20.42%,+14.42%,+24.94%,124.484B,66.32,65.73,3 stars
RWIHX,American Funds Capital World Growth and Income Fund,64.24,+0.27,+0.42%,+0.90%,-0.49%,+21.02%,+14.99%,+25.56%,124.484B,66.81,66.14,3 stars
RWIEX,American Funds Capital World Growth and Income Fund,64.19,+0.27,+0.42%,+0.90%,-0.53%,+20.79%,+14.76%,+25.32%,124.484B,66.68,66.08,3 stars
RWIGX,American Funds Capital World Growth and Income Fund,64.38,+0.27,+0.42%,+0.91%,-0.44%,+21.22%,+15.15%,+25.74%,124.484B,66.89,66.28,3 stars
CWIAX,American Funds Capital World Gr&Inc 529A,64.10,+0.27,+0.42%,+0.90%,-0.53%,+20.75%,+14.75%,+25.24%,124.484B,66.59,66.00,3 stars
RWIAX,American Funds Capital World Growth and Income Fund,63.61,+0.27,+0.43%,+0.86%,-0.72%,+19.89%,+13.89%,+24.38%,124.484B,66.08,65.51,3 stars
FCWGX,American Funds Capital World Gr&Inc529F2,64.38,+0.27,+0.42%,+14.99%,+5.10%,+21.22%,+15.15%,+25.74%,124.484B,66.95,66.28,3 stars
CIMAX,American Funds Income Fund of Amer 529A,24.70,+0.13,+0.53%,+0.90%,-1.37%,+7.57%,+17.33%,+18.84%,124.343B,25.31,24.86,2 stars
RIDBX,American Funds Income Fund of Amer R2,24.37,+0.13,+0.54%,+0.87%,-1.58%,+6.77%,+16.43%,+17.96%,124.343B,24.98,24.54,2 stars
CIMCX,American Funds Income Fund of Amer 529C,24.65,+0.13,+0.53%,+0.91%,-1.54%,+6.74%,+16.43%,+17.96%,124.343B,25.25,24.80,2 stars
AMECX,American Funds Income Fund of Amer A,24.78,+0.14,+0.57%,+0.90%,-1.40%,+7.59%,+17.38%,+18.93%,124.343B,25.39,24.94,2 stars
FFIFX,American Funds Income Fund of Amer 529F3,24.78,+0.14,+0.57%,+12.96%,+4.81%,+7.92%,+17.73%,+19.27%,124.343B,25.41,24.94,3 stars
IFACX,American Funds Income Fund of Amer C,24.35,+0.13,+0.54%,+0.87%,-1.54%,+6.81%,+16.48%,+18.03%,124.343B,24.95,24.51,2 stars
RIDEX,American Funds Income Fund of Amer R4,24.71,+0.13,+0.53%,+0.90%,-1.37%,+7.57%,+17.36%,+18.90%,124.343B,25.33,24.88,2 stars
RIDCX,American Funds Income Fund of Amer R3,24.65,+0.14,+0.57%,+0.86%,-1.49%,+7.22%,+16.96%,+18.48%,124.343B,25.25,24.81,2 stars
FAIFX,American Funds Income Fund of Amer 529F2,24.78,+0.14,+0.57%,+12.96%,+4.81%,+7.92%,+17.73%,+19.27%,124.343B,25.41,24.94,3 stars
RIDHX,American Funds Income Fund of Amer R5E,24.72,+0.13,+0.53%,+0.90%,-1.32%,+7.78%,+17.58%,+19.08%,124.343B,25.36,24.89,2 stars
RIDAX,American Funds Income Fund of Amer R1,24.58,+0.13,+0.53%,+0.87%,-1.57%,+6.75%,+16.48%,+18.00%,124.343B,25.18,24.74,2 stars
IFAFX,American Funds Income Fund of Amer F1,24.69,+0.14,+0.57%,+0.90%,-1.42%,+7.54%,+17.29%,+18.84%,124.343B,25.30,24.85,2 stars
RIDGX,American Funds Income Fund of Amer R6,24.79,+0.14,+0.57%,+0.90%,-1.32%,+7.92%,+17.73%,+19.27%,124.343B,25.40,24.95,3 stars
FIFAX,American Funds Income Fund of Amer F3,24.76,+0.14,+0.57%,+0.90%,-1.32%,+7.88%,+17.75%,+19.28%,124.343B,25.39,24.92,3 stars
AMEFX,American Funds Income Fund of Amer F2,24.74,+0.13,+0.53%,+0.94%,-1.31%,+7.78%,+17.64%,+19.16%,124.343B,25.36,24.91,3 stars
RIDFX,American Funds Income Fund of Amer R5,24.77,+0.13,+0.53%,+0.90%,-1.29%,+7.87%,+17.68%,+19.22%,124.343B,25.39,24.94,3 stars
CIMFX,American Funds Income Fund of Amer 529F1,24.69,+0.14,+0.57%,+0.90%,-1.37%,+7.71%,+17.54%,+19.13%,124.343B,25.30,24.85,3 stars
CIMEX,American Funds Income Fund of Amer 529E,24.60,+0.14,+0.57%,+0.87%,-1.44%,+7.30%,+17.03%,+18.59%,124.343B,25.20,24.76,2 stars
RIEBX,American Funds Income Fund of Amer R2E,24.69,+0.14,+0.57%,+0.86%,-1.49%,+7.04%,+16.81%,+18.34%,124.343B,25.31,24.84,2 stars
VWELX,Vanguard Wellington Inv,43.17,-0.04,-0.09%,+0.89%,+1.44%,+14.33%,+19.01%,+22.51%,112.271B,46.20,45.02,4 stars
VWENX,Vanguard Wellington Admiral,74.54,-0.07,-0.09%,+0.89%,+1.47%,+14.43%,+19.12%,+22.61%,112.271B,79.77,77.75,5 stars
DODGX,Dodge & Cox Stock Fund,264.77,+1.22,+0.46%,+2.48%,-0.54%,+17.48%,+31.73%,+24.83%,111.649B,273.62,265.30,5 stars
DOXGX,Dodge & Cox Stock X,264.79,+1.22,+0.46%,+20.87%,+9.41%,--,--,--,111.649B,273.86,265.30,0 star
VEXMX,Vanguard Extended Market Index Investor,148.94,+0.92,+0.62%,+2.65%,+5.36%,+25.23%,+12.31%,+27.87%,111.131B,149.57,136.30,3 stars
VIEIX,Vanguard Extended Market Index Instl,148.82,+0.93,+0.63%,+2.65%,+5.40%,+25.41%,+12.47%,+28.05%,111.131B,149.50,136.21,3 stars
VEXAX,Vanguard Extended Market Index Admiral,148.83,+0.93,+0.63%,+2.65%,+5.40%,+25.38%,+12.45%,+28.03%,111.131B,149.46,136.21,3 stars
VSEMX,Vanguard Extended Market Index Instl Sel,239.20,+1.48,+0.62%,+2.66%,+5.41%,+25.44%,+12.50%,+28.09%,111.131B,239.92,218.77,3 stars
VEMPX,Vanguard Extended Market Index InstlPlus,367.25,+2.27,+0.62%,+2.65%,+5.41%,+25.42%,+12.48%,+28.07%,111.131B,368.83,336.11,3 stars
VEMRX,Vanguard Emerging Mkts Stock Idx InsPlus,91.64,+0.24,+0.26%,-1.72%,-5.51%,+9.25%,+0.94%,+20.41%,108.964B,95.50,94.05,3 stars
VEMIX,Vanguard Emerging Mkts Stock Idx Instl,27.55,+0.08,+0.29%,-1.75%,-5.55%,+9.23%,+0.92%,+20.37%,108.964B,28.71,28.27,3 stars
VEIEX,Vanguard Emerging Mkts Stock Idx Inv,27.61,+0.07,+0.25%,-1.71%,-5.54%,+9.04%,+0.73%,+20.13%,108.964B,28.77,28.33,3 stars
VEMAX,Vanguard Emerging Mkts Stock Idx Adm,36.23,+0.10,+0.28%,-1.74%,-5.54%,+9.21%,+0.86%,+20.31%,108.964B,37.75,37.18,3 stars
SWPPX,Schwab S&P 500 Index,91.18,-0.19,-0.21%,+1.22%,+2.64%,+26.25%,+28.66%,+31.44%,108.957B,92.05,86.24,5 stars
RIRHX,American Funds Capital Income Bldr R5E,69.47,+0.45,+0.65%,+0.29%,-2.36%,+9.15%,+15.23%,+17.59%,105.612B,71.32,70.32,4 stars
CIREX,American Funds Capital Income Bldr 529E,69.62,+0.44,+0.64%,+0.28%,-2.46%,+8.68%,+14.71%,+17.06%,105.612B,71.40,70.46,4 stars
RIRBX,American Funds Capital Income Bldr R2,69.66,+0.44,+0.64%,+0.26%,-2.58%,+8.13%,+14.14%,+16.46%,105.612B,71.41,70.49,3 stars
CAIBX,American Funds Capital Income Bldr A,69.60,+0.44,+0.64%,+0.29%,-2.40%,+8.96%,+14.99%,+17.38%,105.612B,71.39,70.45,4 stars
CAIFX,American Funds Capital Income Bldr F2,69.52,+0.44,+0.64%,+0.29%,-2.34%,+9.21%,+15.27%,+17.64%,105.612B,71.32,70.38,4 stars
RIRCX,American Funds Capital Income Bldr R3,69.63,+0.44,+0.64%,+0.28%,-2.47%,+8.62%,+14.64%,+16.98%,105.612B,71.40,70.47,4 stars
CIRFX,American Funds Capital Income Bldr 529F,69.55,+0.45,+0.65%,+0.29%,-2.36%,+9.09%,+15.15%,+17.59%,105.612B,71.34,70.40,4 stars
CIBCX,American Funds Capital Income Bldr C,69.85,+0.44,+0.63%,+0.26%,-2.58%,+8.14%,+14.16%,+16.51%,105.612B,71.60,70.67,3 stars
CIBFX,American Funds Capital Income Bldr F1,69.61,+0.45,+0.65%,+0.28%,-2.41%,+8.90%,+14.95%,+17.31%,105.612B,71.39,70.45,4 stars
RIREX,American Funds Capital Income Bldr R4,69.58,+0.44,+0.64%,+0.29%,-2.41%,+8.94%,+14.99%,+17.33%,105.612B,71.37,70.43,4 stars
RIRAX,American Funds Capital Income Bldr R1,69.72,+0.44,+0.64%,+0.26%,-2.58%,+8.14%,+14.13%,+16.47%,105.612B,71.47,70.54,3 stars
FBCIX,American Funds Capital Income Bldr 529F2,69.61,+0.45,+0.65%,+11.51%,+2.82%,+9.32%,+15.39%,+17.75%,105.612B,71.46,70.46,4 stars
RIRGX,American Funds Capital Income Bldr R6,69.58,+0.45,+0.65%,+0.29%,-2.32%,+9.32%,+15.39%,+17.75%,105.612B,71.38,70.44,4 stars
FWCBX,American Funds Capital Income Builder,69.58,+0.45,+0.65%,+11.51%,+2.82%,+9.32%,+15.39%,+17.75%,105.612B,71.44,70.43,4 stars
CFIHX,American Funds Capital Income Bldr F3,69.57,+0.45,+0.65%,+0.29%,-2.32%,+9.32%,+15.39%,+17.75%,105.612B,71.43,70.42,4 stars
RIRFX,American Funds Capital Income Bldr R5,69.62,+0.45,+0.65%,+0.29%,-2.34%,+9.26%,+15.35%,+17.69%,105.612B,71.42,70.47,4 stars
CIRCX,American Funds Capital Income Bldr 529C,69.84,+0.44,+0.63%,+0.25%,-2.60%,+8.10%,+14.11%,+16.45%,105.612B,71.59,70.65,3 stars
CIRAX,American Funds Capital Income Bldr 529A,69.58,+0.45,+0.65%,+0.28%,-2.41%,+8.94%,+14.98%,+17.32%,105.612B,71.36,70.42,4 stars
RCEEX,American Funds Capital Income Bldr R2E,69.26,+0.44,+0.64%,+0.26%,-2.52%,+8.44%,+14.45%,+16.81%,105.612B,71.08,70.10,3 stars
FSKAX,Fidelity Total Market Index,163.36,-0.16,-0.10%,+1.40%,+3.01%,+26.12%,+25.65%,+30.92%,104.683B,164.80,153.66,4 stars
OLGAX,JPMorgan Large Cap Growth A,78.12,-0.33,-0.42%,+1.41%,+5.17%,+34.28%,+18.20%,+38.73%,103.792B,78.44,72.81,5 stars
JLGRX,JPMorgan Large Cap Growth R5,83.50,-0.35,-0.42%,+1.43%,+5.27%,+34.79%,+18.66%,+39.24%,103.792B,83.85,77.74,5 stars
OLGCX,JPMorgan Large Cap Growth C,50.90,-0.22,-0.43%,+1.41%,+5.05%,+33.60%,+17.61%,+37.99%,103.792B,51.30,47.76,5 stars
JLGZX,JPMorgan Large Cap Growth R2,72.89,-0.31,-0.42%,+1.41%,+5.11%,+33.94%,+17.91%,+38.39%,103.792B,73.24,68.04,5 stars
JLGPX,JPMorgan Large Cap Growth R3,78.64,-0.33,-0.42%,+1.41%,+5.16%,+34.29%,+18.20%,+38.73%,103.792B,78.89,73.24,5 stars
JLGMX,JPMorgan Large Cap Growth R6,84.59,-0.35,-0.41%,+1.43%,+5.30%,+34.95%,+18.79%,+39.39%,103.792B,84.97,78.78,5 stars
JLGQX,JPMorgan Large Cap Growth R4,80.32,-0.33,-0.41%,+1.42%,+5.23%,+34.61%,+18.49%,+39.08%,103.792B,80.54,74.71,5 stars
SEEGX,JPMorgan Large Cap Growth I,80.52,-0.33,-0.41%,+1.42%,+5.23%,+34.62%,+18.49%,+39.04%,103.792B,80.81,74.95,5 stars
VDADX,Vanguard Dividend Appreciation Index Adm,53.70,+0.12,+0.22%,+0.83%,-0.91%,+14.46%,+23.62%,+29.68%,103.017B,54.13,51.64,3 stars
VTTHX,Vanguard Target Retirement 2035 Fund,24.12,+0.03,+0.12%,+0.46%,-0.64%,+17.14%,+12.96%,+22.44%,102.334B,24.84,24.15,3 stars
FFMMX,American Funds American Mutual 529-F-2,56.07,+0.23,+0.41%,+18.80%,+6.62%,+9.75%,+25.33%,+22.12%,101.291B,58.02,56.44,4 stars
CMLEX,American Funds American Mutual 529E,55.59,+0.23,+0.42%,+1.21%,-1.92%,+9.09%,+24.62%,+21.39%,101.291B,57.47,55.97,3 stars
CMLFX,American Funds American Mutual 529F,55.99,+0.22,+0.39%,+1.23%,-1.79%,+9.55%,+25.11%,+21.96%,101.291B,57.89,56.37,4 stars
AFMFX,American Funds American Mutual F3,56.04,+0.23,+0.41%,+1.22%,-1.77%,+9.73%,+25.35%,+22.10%,101.291B,57.99,56.41,3 stars
RMFBX,American Funds American Mutual R2,55.17,+0.22,+0.40%,+1.18%,-2.04%,+8.56%,+23.97%,+20.76%,101.291B,57.04,55.56,3 stars
FFFMX,American Funds American Mutual 529-F-3,56.06,+0.23,+0.41%,+18.80%,+6.62%,+9.75%,+25.33%,+22.12%,101.291B,58.00,56.42,4 stars
AMFFX,American Funds American Mutual F1,55.74,+0.23,+0.41%,+1.20%,-1.87%,+9.33%,+24.87%,+21.68%,101.291B,57.63,56.12,3 stars
RMFGX,American Funds American Mutual R6,56.10,+0.23,+0.41%,+1.23%,-1.76%,+9.75%,+25.33%,+22.12%,101.291B,58.00,56.47,4 stars
AMRFX,American Funds American Mutual F2,56.04,+0.22,+0.39%,+1.23%,-1.79%,+9.61%,+25.20%,+21.97%,101.291B,57.94,56.42,4 stars
RMFHX,American Funds American Mutual R5E,55.98,+0.22,+0.39%,+1.23%,-1.81%,+9.57%,+25.17%,+21.97%,101.291B,57.93,56.35,3 stars
AMFCX,American Funds American Mutual C,55.00,+0.22,+0.40%,+1.18%,-2.02%,+8.57%,+24.02%,+20.82%,101.291B,56.87,55.40,3 stars
RMFAX,American Funds American Mutual R1,55.29,+0.22,+0.40%,+1.19%,-2.02%,+8.55%,+23.96%,+20.75%,101.291B,57.15,55.67,3 stars
CMLCX,American Funds American Mutual 529C,55.61,+0.22,+0.40%,+1.19%,-2.04%,+8.50%,+23.97%,+20.78%,101.291B,57.48,55.98,3 stars
RMFCX,American Funds American Mutual R3,55.47,+0.22,+0.40%,+1.21%,-1.93%,+9.03%,+24.54%,+21.33%,101.291B,57.35,55.86,3 stars
RMFEX,American Funds American Mutual R4,55.82,+0.23,+0.41%,+1.22%,-1.84%,+9.34%,+24.92%,+21.67%,101.291B,57.71,56.20,4 stars
CMLAX,American Funds American Mutual 529A,55.89,+0.22,+0.40%,+1.22%,-1.84%,+9.35%,+24.88%,+21.69%,101.291B,57.78,56.27,4 stars
RMFFX,American Funds American Mutual R5,56.08,+0.23,+0.41%,+1.23%,-1.78%,+9.69%,+25.28%,+22.03%,101.291B,57.98,56.46,4 stars
RMEBX,American Funds American Mutual R2E,55.78,+0.22,+0.40%,+1.20%,-1.96%,+8.86%,+24.34%,+21.13%,101.291B,57.71,56.15,3 stars
AMRMX,American Funds American Mutual A,56.08,+0.23,+0.41%,+1.21%,-1.84%,+9.40%,+24.95%,+21.73%,101.291B,57.97,56.45,4 stars
VTIFX,Vanguard Total Intl Bd Idx Institutional,29.29,+0.07,+0.24%,-0.78%,-0.39%,+8.85%,-2.19%,+7.89%,99.474B,29.86,29.65,4 stars
VTIBX,Vanguard Total Intl Bd Idx Investor,9.77,+0.03,+0.31%,-0.81%,-0.41%,+8.75%,-2.27%,+7.76%,99.474B,9.95,9.89,3 stars
VTABX,Vanguard Total Intl Bd Idx Admiral,19.52,+0.05,+0.26%,-0.82%,-0.40%,+8.83%,-2.22%,+7.83%,99.474B,19.90,19.76,3 stars
VITAX,Vanguard Information Technology Idx Adm,316.45,-2.70,-0.85%,+0.28%,+4.53%,+52.68%,+30.37%,+48.71%,99.343B,320.12,294.17,5 stars
VTHRX,Vanguard Target Retirement 2030 Fund,38.07,+0.04,+0.11%,+0.40%,-0.71%,+16.03%,+11.38%,+21.07%,96.773B,39.35,38.39,4 stars
VFORX,Vanguard Target Retirement 2040 Fund,43.51,+0.05,+0.12%,+0.56%,-0.47%,+18.34%,+14.56%,+23.86%,91.597B,44.65,43.26,3 stars
CFAEX,American Funds Bond Fund of Amer 529E,11.13,+0.03,+0.27%,-0.21%,-2.18%,+4.46%,-1.19%,+7.75%,90.677B,11.21,11.29,3 stars
BFAFX,American Funds Bond Fund of Amer F1,11.13,+0.03,+0.27%,-0.20%,-2.13%,+4.67%,-0.99%,+7.97%,90.677B,11.21,11.29,3 stars
BFFAX,American Funds Bond Fund of Amer F3,11.13,+0.03,+0.27%,-0.19%,-2.03%,+5.09%,-0.60%,+8.39%,90.677B,11.22,11.29,4 stars
ABNFX,American Funds Bond Fund of Amer F2,11.13,+0.03,+0.27%,-0.19%,-2.06%,+4.98%,-0.71%,+8.28%,90.677B,11.21,11.29,4 stars
RBFEX,American Funds Bond Fund of Amer R4,11.13,+0.03,+0.27%,-0.20%,-2.12%,+4.73%,-0.95%,+8.03%,90.677B,11.21,11.29,4 stars
CFAFX,American Funds Bond Fund of Amer 529F,11.13,+0.03,+0.27%,-0.19%,-2.09%,+4.87%,-0.82%,+8.21%,90.677B,11.21,11.29,4 stars
RBFGX,American Funds Bond Fund of Amer R6,11.13,+0.03,+0.27%,-0.19%,-2.03%,+5.09%,-0.60%,+8.41%,90.677B,11.21,11.29,5 stars
RBFGX,American Funds Bond Fund of Amer R6,11.13,+0.03,+0.27%,-0.19%,-2.03%,+5.09%,-0.60%,+8.41%,90.677B,11.21,11.29,5 stars
CFAAX,American Funds Bond Fund of Amer 529A,11.13,+0.03,+0.27%,-0.20%,-2.13%,+4.66%,-0.99%,+7.95%,90.677B,11.21,11.29,3 stars
RBEBX,American Funds Bond Fund of Amer R2E,11.13,+0.03,+0.27%,-0.22%,-2.23%,+4.26%,-1.40%,+7.53%,90.677B,11.22,11.29,2 stars
RBFCX,American Funds Bond Fund of Amer R3,11.13,+0.03,+0.27%,-0.21%,-2.19%,+4.42%,-1.25%,+7.70%,90.677B,11.21,11.29,3 stars
RBFBX,American Funds Bond Fund of Amer R2,11.13,+0.03,+0.27%,-0.23%,-2.30%,+3.95%,-1.69%,+7.22%,90.677B,11.21,11.29,2 stars
CFACX,American Funds Bond Fund of Amer 529C,11.13,+0.03,+0.27%,-0.23%,-2.32%,+3.87%,-1.73%,+7.16%,90.677B,11.21,11.29,1 star
RBFAX,American Funds Bond Fund of Amer R1,11.13,+0.03,+0.27%,-0.23%,-2.30%,+3.96%,-1.68%,+7.21%,90.677B,11.21,11.29,2 stars
FFBOX,American Funds Bond Fund of Amer 529-F-2,11.13,+0.03,+0.27%,+1.54%,-1.50%,+5.09%,-0.60%,+8.41%,90.677B,11.22,11.29,5 stars
FBOFX,American Funds Bond Fund of Amer 529-F-3,11.13,+0.03,+0.27%,+1.54%,-1.50%,+5.09%,-0.60%,+8.41%,90.677B,11.22,11.29,5 stars
RBFHX,American Funds Bond Fund of Amer R5E,11.13,+0.03,+0.27%,-0.19%,-2.07%,+4.94%,-0.75%,+8.25%,90.677B,11.22,11.29,4 stars
BFACX,American Funds Bond Fund of Amer C,11.13,+0.03,+0.27%,-0.23%,-2.30%,+3.92%,-1.68%,+7.20%,90.677B,11.21,11.29,2 stars
ABNDX,American Funds Bond Fund of Amer A,11.13,+0.03,+0.27%,-0.20%,-2.12%,+4.70%,-0.95%,+8.02%,90.677B,11.21,11.29,4 stars
VTIVX,Vanguard Target Retirement 2045 Fund,29.90,+0.04,+0.13%,+0.64%,-0.38%,+19.48%,+16.16%,+24.94%,89.84B,30.62,29.58,4 stars
DODIX,Dodge & Cox Income Fund,12.38,+0.04,+0.32%,-0.32%,-2.58%,+7.70%,-0.91%,+9.73%,89.831B,12.54,12.59,5 stars
DOXIX,Dodge & Cox Income X,12.39,+0.04,+0.32%,+2.67%,-1.34%,--,--,--,89.831B,12.55,12.60,0 star
FMACX,American Funds AMCAP Fund,43.64,+0.05,+0.11%,+1.16%,+2.11%,+31.41%,+24.08%,+26.70%,89.144B,45.30,43.53,2 stars
RAFGX,American Funds AMCAP R6,44.32,+0.06,+0.14%,+1.14%,+2.10%,+31.41%,+24.07%,+26.74%,89.144B,45.96,44.17,2 stars
CAFFX,American Funds AMCAP 529F1,43.11,+0.06,+0.14%,+1.13%,+2.07%,+31.15%,+23.85%,+26.52%,89.144B,44.72,43.01,2 stars
AMPCX,American Funds AMCAP C,34.34,+0.04,+0.12%,+1.12%,+1.83%,+30.01%,+22.73%,+25.34%,89.144B,35.85,34.70,1 star
RAFFX,American Funds AMCAP R5,44.45,+0.06,+0.14%,+1.14%,+2.10%,+31.37%,+23.99%,+26.67%,89.144B,46.08,44.29,2 stars
FMMMX,American Funds AMCAP Fund,43.34,+0.05,+0.12%,+23.51%,+9.86%,+31.41%,+24.07%,+26.74%,89.144B,44.98,43.24,2 stars
AMCPX,American Funds AMCAP A,43.25,+0.05,+0.12%,+1.12%,+2.03%,+30.98%,+23.66%,+26.32%,89.144B,44.84,43.13,2 stars
RAFCX,American Funds AMCAP R3,40.88,+0.05,+0.12%,+1.11%,+1.94%,+30.59%,+23.25%,+25.89%,89.144B,42.42,40.86,1 star
FMCMX,American Funds AMCAP Fund,43.35,+0.06,+0.14%,+23.51%,+9.86%,+31.41%,+24.07%,+26.74%,89.144B,45.00,43.25,2 stars
RAFBX,American Funds AMCAP R2,35.81,+0.04,+0.11%,+1.10%,+1.84%,+29.96%,+22.70%,+25.37%,89.144B,37.33,36.10,1 star
RAFAX,American Funds AMCAP R1,35.83,+0.04,+0.11%,+1.10%,+1.84%,+29.99%,+22.73%,+25.31%,89.144B,37.35,36.11,1 star
AMCFX,American Funds AMCAP F2,43.89,+0.06,+0.14%,+1.13%,+2.06%,+31.28%,+23.93%,+26.58%,89.144B,45.51,43.76,2 stars
